code,name,chain,city,area,cuisines,rating,reviews,min_order,delivery_fee,delivery_time_min,lat,lng,address,post_code
u81j,Doner Lounge,,Dhaka,,Wraps|Chicken|Meat|Fast Food,4.8,11,50.0,78.0,35.0,23.79492095,90.4133941,"Rangpur goli, Elegant tower, Gulshan 2.",1212
sled,Jatra Biroti,,Dhaka,,Juice Corner|Snacks|Rice Dishes|Beverage|Dessert|Bangladeshi|Asian,4.9,9,50.0,78.0,0.0,23.7929628,90.4093668,"Jatra Biroti, Road No. 17/A 63 House No. 63, Road No. 17/A, Block E, Banani, Dhaka, Bangladesh., 1212 Banani, Dhaka, Bangladesh",1212
qrac,Sizzlin' Steak,,Dhaka,,Snacks|Rice Dishes|Western,4.0,6,50.0,78.0,35.0,23.7912192,90.4071818,"House No-57, Road-13, Block-E, Banani, Dhaka-1213",1212
lpyg,Happy Potato Bangladesh - Gulshan 2,,Dhaka,,Chicken|Snacks|Meat,4.5,30,50.0,78.0,35.0,23.7949338,90.4132265,"Ground Floor, Elegant Tower,53 Gulshan Ave, Dhaka 1212",1212
fo8z,Chino Bakery & Pastry,,Dhaka,,Cakes|Snacks|Sandwiches|Dessert|Western,3.7,2,50.0,78.0,0.0,23.7920848,90.4080467,"Rd 12 House 42 1st Floor,  House-42, Road-12, Block-E, Banani, Dhaka 1213, 1213 Banani, Dhaka, Bangladesh",1213
j4w2,Coffee And,,Dhaka,,Snacks|Beverage,4.6,30,50.0,78.0,0.0,23.79208221,90.40804174,"House - 42, Road - 12, Block - E, Banani",1213
cmw0,GreenBean - Tejgaon,,Dhaka,,Snacks,0.0,2,50.0,78.0,0.0,23.7710902,90.4059871,"The Garage Food Court, 222, Bir Uttam Mir Shawkat Sarak, Gulshan - Tejagon Link Road, Tejgaon",1208
c376,Pizzolo Caffe,,Dhaka,,Italian|Mediterranean|Pizza|Western,4.5,30,50.0,78.0,35.0,23.7949395,90.4129205,"Block–NW, Road–52 & 46, Circle, Elegant Tower, Plot No, 42 Gulshan North Ave, Dhaka 1212",1212
n5sf,Teriyaki Boy,,Dhaka,,Japanese|Asian,4.8,30,50.0,78.0,35.0,23.7913235,90.4070209,"House No-57, Road-13, Block-E, Banani, Dhaka-1213",1213
oo3u,BACHELOR'S EXPRESS,,Dhaka,,Snacks|Italian|Mediterranean|Pizza|Western,4.8,22,50.0,78.0,0.0,23.79501665,90.4129736,"Road-52, Gulshan-2,(ADJACENT TO DIPLOMATIC POLICE ZONE OFFICE), Dhaka 1212",1212
xrw0,Sadeeq Agro,,Dhaka,,Snacks|Rice Dishes|Middle Eastern|Shawarma|Dessert,1.4,13,50.0,78.0,35.0,23.7950453,90.4129723,"Sadeeq Agro Gulshan - 2,  Sadeeq Agro, R#52, H#48, Opposite building of Lavender,  Gulshan 2, Dhaka - 1212, Bangladesh",1212
jzmv,Fuchka Mama,,Dhaka,,Chotpoti & Fuchka|Bangladeshi|Asian,4.6,20,50.0,78.0,0.0,23.79528775,90.4135305,"Gulshan Tower, Rd 53 Gulshan 2 Gulshan tower, 1212 Gulshan 2, Dhaka, Bangladesh",1212
qovf,Almajlis Arabian Restaurant,,Dhaka,,Rice Dishes|Middle Eastern|Meat,4.9,30,50.0,78.0,0.0,23.79521092,90.41307597,"House - 27, Faisal Tower, 2nd floor, North C/A, Road - 52, Gulshan - 2",1212
astx,Indulge - Unimart Gulshan 2,Indulge,Dhaka,,Beverage|Cafe,4.9,11,50.0,78.0,0.0,23.7958802,90.4151423,"Gulshan Central Point, House#23-26, Road#90-91, Gulshan 2, Dhaka 1212",1212
o2js,Pizza Town Gulshan,,Dhaka,,Snacks|Italian|Mediterranean|Pizza|Western,0.0,0,50.0,78.0,0.0,23.79545747,90.41350908,"In Front of Gulshan Centre Point, Plot 31 Gulshan North Ave, Dhaka 1212",1212
zmik,Greens & Seeds -  Chef's Table Gulshan 2,Greens & Seeds,Dhaka,,Healthy,4.7,30,50.0,78.0,35.0,23.79592185,90.41497645,"Gulshan Central Point, House#23-26, Road#90-91, Gulshan 2, Dhaka 1212",1212
olau,Alfredough - Chef's Table Gulshan 2,Alfredough ,Dhaka,,Italian|Mediterranean|Pizza|Western,4.9,7,50.0,78.0,0.0,23.79593365,90.4150077,"Gulshan Centre Point, House - 23-26, Road - 90-91, Gulshan 2",1212
ged9,H&N Juice Shack,,Dhaka,,Juice Corner|Beverage,0.0,1,50.0,78.0,0.0,23.7962431,90.4157266,"Rd 90 2 House 2 Road 90 Gulshan 2 Dhaka-1212, Dhaka-1212 Gulshan 2, Dhaka, Bangladesh",Dhaka-1212
s2yv,Istanbul Restaurant Dhaka,,Dhaka,,Turkish|Kebab|Rice Dishes|Italian|Middle Eastern|Mediterranean|Pizza|Western,4.9,18,50.0,78.0,0.0,23.79581158,90.41355565,"House - 10, Road - 53, Gulshan 2",1212
vyi8,Burger Xpress - Banani,Burger xpress,Dhaka,,Burgers|Western|Fast Food,4.8,30,50.0,78.0,0.0,23.79286059,90.40787773,"House-33, Road-17, Block-E, Abdul Alim Nakib Road, Banani kacha bazar er pichone.",1213
s8tz,Indian Kitchen - Gulshan 2,,Dhaka,,Indian|Asian,4.4,2,50.0,78.0,0.0,23.79198519,90.40681954,"House 22, road 13/c, Block E, Banani",1212
hpuz,Hungry Pizza Lovers - Banani,,Dhaka,,Snacks|Italian|Mediterranean|Pizza|Western|Fast Food,3.5,1,50.0,78.0,0.0,23.7922664,90.4070687,"house 22, read 13c , block e, Banani, near by Turkish bazaar restaurant and pinewood café.",1205
s6vq,Hungry Pizza Lovers,,Dhaka,,Snacks|Italian|Mediterranean|Pizza|Western|Fast Food,3.5,5,50.0,78.0,0.0,23.7922933,90.4070817,"house 22, read 13c , block E, Banani, near by Turkish bazaar restaurant and pinewood Café.",1212
s9nr,Cafe Mario's,Cafe Mario's,Dhaka,,Mexican|Western|Fast Food,4.2,9,50.0,78.0,0.0,23.7922731,90.40704955,"House- 22, Road 13/c, Block-E, Turkish bazaar restaurant, Banani.",1213
q8jt,Indian Kitchen -Banani,Indian Kitchen -Banani,Dhaka,,Curry|Indian|Asian,4.6,30,50.0,78.0,0.0,23.79226165,90.4070363,"Banani Model Town, House#22, Road#13-c, Block E, Beside Tea Garage",1205
rfaa,Thai Bistro - Banani,Thai Bistro - Banani,Dhaka,,Rice Dishes|Asian|Thai,4.7,11,50.0,78.0,0.0,23.79224995,90.4070224,"Banani Model Town, House#22, Road#13-c , Block E, Beside Turkish Restaurant",1205
s3lj,Thai Bistro - Gulshan 2,Thai Bistro - Gulshan 2,Dhaka,,Chicken|Snacks|Meat|Chinese|Asian|Fast Food,4.5,30,50.0,78.0,0.0,23.7922728,90.4070419,"house 22, road 13/c , block E, near by Turkish bazaar restaurant, Banani",1212
tqou,Cafe Mario's - Banani,Cafe Mario's - Banani,Dhaka,,Mexican|Western|Fast Food,4.6,6,50.0,78.0,0.0,23.7922877,90.407033,"House- 22, Road 13/c,  Block-E, Near Prescription Point and Turkish Bazaar, Banani.",1205
bneh,Japanese Sushi House,,Dhaka,,Snacks|Japanese|Asian,4.3,1,50.0,78.0,0.0,23.7922747,90.40701295,"House 22, Road13/c, Block E, Banani",1213
s4vo,Holey Bakery,Holey Bakery,Dhaka,,Dessert|Fast Food|Bakery,5.0,30,50.0,78.0,0.0,23.79600005,90.4135142,"153/a rangs arcade,Gulshan North Avenue,Gulshan 2",1212
ovjz,Rice & Salad Bowls,,Dhaka,,Snacks,3.7,10,50.0,78.0,0.0,23.79226845,90.40687795,"House -22, Road-13/C, Block -E, BANANI",1213
xq4t,Couch Potato,,Dhaka,,Snacks|Burgers|Western|Fast Food,4.6,30,50.0,78.0,0.0,23.78572511,90.40236208,"House - 68, Road - 1, Block - I, Opposite Road of Banani Club, Same Building of BUET Graduates Club Ltd. Banani, Dhaka - 1213",1213
yyac,Nastaai,,Dhaka,,Snacks,0.0,0,50.0,78.0,0.0,23.7842274,90.40188079,"Casa De Sabina, Road 1/C, House 5,  Flat A7, 1213 Banani, Dhaka, Bangladesh",1213
vwn5,Chawkbazaar,,Dhaka,,Rice Dishes,0.0,0,50.0,78.0,0.0,23.79265236,90.40687403,"House -22, Road-13/C, Block -E, BANANI",1213
hyku,Blink,,Dhaka,,Dessert,4.9,30,50.0,78.0,35.0,23.79229,90.4064567,"House -23, Road-10, Block -E, BANANI",1213
su0r,Pakka Radhuni,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,1.4,6,50.0,78.0,0.0,23.7960927,90.426104,"“khanika”  28/a house and 1/a road  block j , baridhara 1212 Dhaka",1212
mewc,Uncle Bobo's,Uncle Bobo's,Dhaka,,Fast Food,4.9,30,50.0,78.0,0.0,23.7920074,90.4057971,"House-37, Road No. 15, Dhaka 1212",1213
cd4o,Minis Dutch Pancakes,Minis Dutch Pancakes,Dhaka,,Dessert,4.9,30,50.0,78.0,0.0,23.7920248,90.4057907,"House 37, Rd 15, Blk - D, Banani.",1213
h99m,Macher Jhol,,Dhaka,,Curry|Fish|Seafood|Bangladeshi|Asian,4.0,0,50.0,78.0,0.0,23.78454944,90.40126581,"Banani road 2, at taqwa mosque  quarter, gandharaj building, 3rd floor",1213
ficv,Patuk Catering,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,78.0,25.0,23.7941993,90.430805,"Mamun Villa, Akota Sorok একতা সড়ক,মারিয়া ডিপার্টমেন্ট এর ৪ তলা, নুরেরচালা মেইন রোড ,, 1212 ভাটারা, ঢাকা, Bangladesh",1212
eexu,Impetus Lounge,,Dhaka,,Fish|Seafood|Burgers|Western|Fast Food,4.1,5,50.0,78.0,35.0,23.77057195,90.40384015,"Impetus Center, 242/B, Tejgaon - Gulshan Link Road, Tejgaon I/A",1212
hcbr,Super Kitchen,,Dhaka,,Bangladeshi|Asian,0.0,1,50.0,78.0,25.0,23.7942398,90.4312362,"Boat Ghat, Gerej Guli",1212
l478,MP Cafe,,Dhaka,,Beverage|Cafe,0.0,0,50.0,78.0,0.0,23.782775,90.4003057,"Rd Number 2 14D House 14D. 2nd Floor. Block L. Road 2. Banani Dhaka, 1213 Banani, Dhaka, Bangladesh",1213
ei7o,Dora's Kitchen,,Dhaka,,Turkish|Kebab|Snacks|Middle Eastern,0.0,3,50.0,78.0,0.0,23.7883302,90.4020631,"The Precious, Road No. 3 111/A, 1213 Banani, Dhaka, Bangladesh",1213
zspx,Jusshh!,,Dhaka,,Beverage|Cafe,0.0,0,50.0,78.0,0.0,23.7934011,90.4059966,Banani DNCC market Gate 02,1213
dca0,Cranky’s,,Dhaka,,Chicken|Meat|Burgers|Western|Fried Chicken,4.7,30,50.0,78.0,0.0,23.7870791,90.400927,"House-298, Road no. 2, Banani, Chairman bari, Dhaka-1213",1213
w8ja,Habanero,,Dhaka,,Chicken|Meat|Fast Food,4.4,30,50.0,78.0,0.0,23.7871334,90.4009449,"House-298, Road no. 2, Banani, Chairman bari, Dhaka-1213",1213
nuhb,Trippy - Banani,Trippy,Dhaka,,Burgers|Western|Fast Food,3.5,16,50.0,78.0,0.0,23.7871099,90.4009163,"House-298, Road no. 2, Banani, Chairman bari, Dhaka-1213",1213
vk8f,Rice Lover,,Dhaka,,Snacks|Rice Dishes|Khichuri,4.0,30,50.0,78.0,0.0,23.7843934,90.4000049,"House- 36, Road- 02,  Lilly Valley 3rd Floor,  Amtoli Banani",1212
x1rc,HANDI TEHARI,,Dhaka,,Curry|Rice Dishes|Khichuri,3.0,30,50.0,78.0,0.0,23.7843934,90.4000049,"House- 36, Road- 02, Lilly Valley 3rd Floor, Amtoli Banani, Dhaka, Bangladesh",1213
d4bd,Dumpling Express by 6ix9,,Dhaka,,Chinese|Asian,4.1,20,50.0,78.0,0.0,23.7843934,90.4000049,"House- 36, Road- 02,  Lilly Valley 3rd Floor,  Amtoli Banani",1212
