code,name,chain,city,area,cuisines,rating,reviews,min_order,delivery_fee,delivery_time_min,lat,lng,address,post_code
uga4,Adib kitchen,,Dhaka,,Snacks|Curry|Rice Dishes,0.0,0,50.0,51.0,35.0,23.74950242,90.41099006,"Boro Moghbazar, Dr Goli  ,flat # 7B 163  mugh bazar, doctor's lane Dhaka 1217, 1217 Mogbazar, Dhaka, Bangladesh",1217
b2vj,MoMade,,Dhaka,,Snacks|Rice Dishes,4.5,6,50.0,51.0,35.0,23.76711045,90.44282855,"Regional Passport Office, Dhaka East, 4no road, (40-42 house),1st floor, blk -F,aftabnagar, 1212 Badda, Dhaka, Bangladesh",1212
juf5,DeliStop,,Dhaka,,Healthy,4.6,5,50.0,51.0,35.0,23.7469933,90.4135487,"Salma Village, 1st Lane, 135/2, 1217 Malibag, Dhaka, Bangladesh",1217
mxe4,Burger Stop,,Dhaka,,Fast Food,4.2,30,50.0,51.0,35.0,23.7469933,90.4135487,"Salma Village, 135/2 , 1st lane, 1217 Malibag, Dhaka, Bangladesh",1217
uagz,Nowshin's Kitchen,,Dhaka,,Curry|Bangladeshi|Asian,4.6,1,50.0,51.0,35.0,23.7526492,90.44192495,"ব্লক- এইচ , রোড নং- ৭/৫ Rajia Monjil, 2nd floor, 1219 Khilgaon, Dhaka, Bangladesh",1219
s6ty,Jhal Ghor,,Dhaka,,Chicken|Snacks|Beverage|Meat|Burgers|Western,4.5,10,50.0,51.0,35.0,23.7438412,90.4295413,"217/1/A, Tilpapara Kalvart Road, Tilpapara, Khilgaon, Dhaka",1219
gzfj,CP Five Star -Madina Trade and Food Int-Banasree,CP Five Star,Dhaka,,Chicken|Snacks|Meat|Fast Food,4.1,10,50.0,51.0,35.0,23.7597104,90.4443249,"H Block, Road :8, Opposite of Apex, besides Of Swapno, Banasree",1219
txmr,Delulu Foodies,,Dhaka,,Curry|Rice Dishes|Dessert|Bangladeshi|Asian,0.0,0,50.0,51.0,35.0,23.7538009,90.407272,"Nayatola Rd Noyatola park, Shahnuri mazar, 1217 Mogbazar, Dhaka, Bangladesh",1217
y2vb,JolChowki,,Dhaka,,Snacks|Curry|Rice Dishes,0.0,0,50.0,51.0,35.0,23.752247,90.441992,"House-36, Road-7/3, Block-H, Flat-1st Floor,(left Side), South Banasree, Dhaka",1219
t86i,Swaader Ghor,,Dhaka,,Bangladeshi|Asian,4.8,30,50.0,56.0,35.0,23.74360195,90.4301855,"North basabo road number 10, 55/5/A groud floor, North basabo road number 10 , 55/5/A , 1A, 1214 Khilgaon, Dhaka, Bangladesh",1214
n8xk,Fresh & Hot Live Bakery- Banasree Kazibari,,Dhaka,,Snacks|Dessert|Bakery,4.9,8,50.0,56.0,35.0,23.755589,90.443828,"House -02 ,Road 03, Block - N Banasree,khilgaon,Dhaka-1219",1219
ft7c,Dadu's Diner,,Dhaka,,Rice Dishes|Beverage|Dessert,0.0,0,50.0,56.0,35.0,23.7436018,90.4315019,"55/7/9, 1219 Khilgaon, Dhaka, Bangladesh",1219
lw4t,Homemade Haven,,Dhaka,,Curry|Rice Dishes,5.0,30,50.0,56.0,35.0,23.7553432,90.4056891,"Gabtola 666 666/2 jahabox lane mogbazar, 1217 মগবাজার, ঢাকা, Bangladesh",1217
nkol,Bilashi Cafe,,Dhaka,,Juice Corner|Beverage,0.0,0,50.0,56.0,35.0,23.745988,90.4129697,"Malibagh 1st Ln 73 Malibagh College rd dhaka, 1217 Motijheel, Dhaka, Bangladesh",1217
cgem,Ghorer Khabar,,Dhaka,,Snacks|Curry|Rice Dishes|Bangladeshi|Asian,4.7,30,50.0,56.0,35.0,23.7520821,90.4066599,"541 house peyarabag masjid moghbazar,  moghbazar, Dhaka, 1217 Mogbazar, Dhaka, Bangladesh",1217
ig49,Khan's Bakery,,Dhaka,,Snacks|Dessert|Bakery,3.5,5,50.0,56.0,35.0,23.752464,90.405203,Outer Circular Road Eskaton Road Mogbazar Dhaka-1217,1217
z338,100 Bites,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,56.0,35.0,23.7641281,90.4466991,"Aftab Nagar, House 15, 1212 Badda, Dhaka, Bangladesh",1212
vy0s,Hazi Kacchi Bari,,Dhaka,,Rice Dishes,4.2,30,50.0,71.0,35.0,23.74015523,90.42858765,"230, Moddho Basabo, Sabujbagh, Dhaka",1214
j98u,Sharmins  Kitchen,,Dhaka,,Curry,0.0,0,50.0,78.0,35.0,23.7399826,90.4373123,"108/5,Shanto Nir (GOLAM MOSTAFA), patwarigoli, dhaka 1214",1214
lirv,Royals Restaurant,,Dhaka,,Curry|Rice Dishes|Soups|Chinese|Asian,0.0,0,50.0,76.0,35.0,23.744942,90.4443284,"19 Nandipara , Chapakhana , 5 No club Road , Dhaka, Bangladesh",1219
rfpi,Labonno's Kitchen,,Dhaka,,Curry|Rice Dishes|Dessert|Bangladeshi|Asian,0.0,0,50.0,78.0,35.0,23.7420732,90.4420104,"166/12  Ramijuddin Tawar, Addarsho para, Madertek,  Basabo,Sabujbagh, Dhaka-1214",1214
f77o,Deli Food Kitchen,,Dhaka,,Bangladeshi|Asian,3.8,5,50.0,78.0,35.0,23.7657426,90.451324,"4, Jahurul Islam Avenue, House- 2, Avenue- 10, Block-G, Aftabnagar, Dhaka-1212",1212
e23t,Shanaz Kitchen,,Dhaka,,Turkish|Kebab|Curry|Rice Dishes|Middle Eastern|Bangladeshi|Asian,0.0,3,50.0,78.0,35.0,23.764254,90.4546501,"Taltola, 24, 1212 Badda, Dhaka, Bangladesh",1212
foy9,Mun Afrin’s Tasty Delights,,Dhaka,,Snacks|Rice Dishes|Italian|Mediterranean|Sandwiches|Pizza|Western|Bangladeshi|Asian|Fast Food,0.0,0,50.0,87.0,35.0,23.7420875,90.4469531,"Near HK, Baitul Jannat Zame Masjid, Dakshingaon 2 no road, Opposite side of Chairman bari, Bashabo, Dhaka, https://maps.app.goo.gl/iyubtccEFroBamKY7, 1214 Khilgaon, Dhaka, Bangladesh",1214
c9m6,Taste Like Home,,Dhaka,,Snacks|Rice Dishes,0.0,0,50.0,87.0,35.0,23.7356281,90.4403432,"West Rajarbag, School Road 1214No, 1214 Manda, Dhaka, Bangladesh",1214
nnk0,Sadia’s Kitchen,,Dhaka,,,0.0,1,50.0,41.0,35.0,23.7525486,90.4175227,"398/B, Flat - 10B",1219
seif,Purple Bite,,Dhaka,,,0.0,0,50.0,51.0,35.0,23.74883055,90.41239494,"116 W Malibagh, W Malibagh 116, 1229 Malibag, Dhaka, Bangladesh",1229
asyt,Bashar Bhayer Tehari,,Dhaka,,,0.0,1,50.0,51.0,35.0,23.7543422,90.4077292,"538/2 Shah Shaheb Bari, Noyatola",1217
sp5b,Muktadur Kitchen Home,,Dhaka,,,0.0,0,50.0,19.0,35.0,23.7632994,90.4179629,Rampura dhaka ulon rood shimulbag 305/1,1219
dt9y,Cloud Kitchen,,Dhaka,,,0.0,0,50.0,78.0,35.0,23.73946368,90.43708344,"Patwari Goli Chowrasta, 6/A",1214
fdul,Lucky Crab Vuna Seafood,,Dhaka,,,0.0,1,50.0,51.0,35.0,23.7458184,90.423722,"Uttar Shahjahanpur, Jahaj Building, Dhaka-1217, Bangladesh",1208
q6sr,Lazoma,,Dhaka,,Middle Eastern|Shawarma,0.0,2,50.0,9.0,35.0,23.761443,90.4265497,"Titash Road, ১৮৭/১A বাঘ মার্কা গলি  তিতাস রোড, বনশ্রী, 1219 Rampura, Dhaka, Bangladesh",1219
aa6g,Eastern Juice Point,,Dhaka,,Juice Corner|Beverage,4.8,6,50.0,9.0,35.0,23.762495,90.426159,"Eastern housing , beside Takeout banasree branch, road-7, block -b , Titash road Banasree Dhaka, 1219",1219
oesp,Petpurti,,Dhaka,,Snacks|Chinese|Asian|Dumpling,4.6,9,50.0,9.0,35.0,23.7611113,90.4273959,"পেটপূর্তি | Pet Purti, Titash Rd, 1219 Rampura, Dhaka, Bangladesh",1219
msjy,La Carte,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,9.0,35.0,23.7582378,90.4254798,"purano police fari ( near green garden laboring high school),East Rampura, 225/Kha, purano police fari, east rampura, 1219 Rampura, Dhaka, Bangladesh",1219
wt7k,The Seafood Station,,Dhaka,,Seafood,4.3,15,50.0,9.0,35.0,23.76312255,90.42227626,"TV Rd 3 335/kha/2, Dipon Villa, TV Road, Panir Pump er pichone, 1219 Rampura, Dhaka, Bangladesh",1219
dls3,Bionecter Juice bar,,Dhaka,,Juice Corner|Beverage,3.0,4,50.0,9.0,35.0,23.7646094,90.4267083,House-1 Road-3 Block-B banasree,1219
pal1,EFC,,Dhaka,,Rice Dishes|Italian|Pasta|Mediterranean|Burgers|Western|Fast Food,4.3,5,50.0,9.0,35.0,23.75700811,90.42572248,"27/15 B, Moulovhirtak (Beside of Baitul Mamur Jame Masjid) Rampura,Dhaka 1219.",1219
ft2t,Ruzba's Bakery,,Dhaka,,Snacks|Rice Dishes|Soups,4.2,8,50.0,9.0,35.0,23.75854365,90.42874695,"Nobinbag, Titas Gas Rd 264/6/FA, Titus road, Nobinbag, Banasree, Opposite of Police Park",1219
e2gm,Hazi Khacchi Bari,,Dhaka,,Rice Dishes,0.0,1,50.0,9.0,35.0,23.758973,90.429242,"Block C, House 1, Road 13 Avenue Road, Dhaka 1219",1219
ua1z,Bake Hurry Live,,Dhaka,,Snacks,4.7,30,50.0,9.0,35.0,23.7585376,90.4290624,"Bake Hurry Live, Ave 3 180/6/23, Road- 14, Block- C, Banasree, Dhaka-1219, 1219 Banasree, Dhaka, Bangladesh",1219
p11p,Wood Fire - Banasree,,Dhaka,,Turkish|Kebab|Snacks|Italian|Middle Eastern|Pasta|Mediterranean|Pizza|Western,4.9,30,50.0,14.0,35.0,23.76528337,90.42714527,"1, Road Number 1, House-1, Road Number-1, block-b, banasree rampura dhaka",1212
alh2,Meghdot - Riverside Rooftop,,Dhaka,,Juice Corner|Snacks|Beverage,0.0,1,50.0,14.0,35.0,23.7657388,90.4266516,"Meghdot( Riverside Rooftop ), bonasree  A block main road, 1219 Banasree, Dhaka, Bangladesh",1219
kqlv,Big Q - Banasree,THE BIG Q,Dhaka,,Burgers|Western|Fast Food,4.7,30,50.0,14.0,35.0,23.7661174,90.42611745,"House - 9, Agora Building, Block - A, Main Road, Banasree, Dhaka - 1219",1219
mhp3,Chicken Buzz - Banasree,Chicken Buzz,Dhaka,,Chicken|Meat|Burgers|Western|Fast Food,4.9,30,50.0,14.0,35.0,23.76614515,90.42614235,"House - 9, Agora Building, Block - A, Main Road, Banasree, Dhaka - 1219",1219
bsl5,Sultan's Dine - Banasree,Sultan's Dine (Kitchen),Dhaka,,Rice Dishes|Indian|Biryani|Bangladeshi|Asian,4.1,30,50.0,14.0,35.0,23.7661494,90.4261599,"House - 9, Agora Building, Block - A, Main Road, Banasree, Dhaka - 1219",1219
nm56,Uncle Bobo's - Banasree,Uncle Bobo's,Dhaka,,Chicken|Meat|Fast Food,4.8,30,50.0,14.0,35.0,23.76615175,90.42615455,"House - 9, Agora Building, Block - A, Main Road, Banasree, Dhaka - 1219",1219
igyx,Alif Biryani,,Dhaka,,Rice Dishes|Indian|Biryani|Asian,3.3,15,50.0,14.0,35.0,23.7621136,90.4307376,House-2 Road-4 Block-D Banasree Dhaka-1219,1219
hua8,New Dhaka Kacchi Dine,,Dhaka,,Rice Dishes,2.5,10,50.0,14.0,35.0,23.7607721,90.4191261,House-318 DIT Road East Rampura Dhaka-1219,1219
klz8,Chicken Hungry,,Dhaka,,Snacks|Rice Dishes|Beverage|Fast Food,0.0,2,50.0,14.0,35.0,23.7630684,90.4307604,"H#34R#2, Block -C, Banasree Rampura",1219
u2b6,Nirjas Juice & Coffee - Banasree,Nirjas Juice & Coffee,Dhaka,,Juice Corner|Beverage|Cafe,4.8,0,50.0,14.0,35.0,23.762536,90.4309653,"House#01, Road#03, Block#D  Rampura Banasree, Dhaka 1219.",1219
mxjh,SIP,,Dhaka,,Juice Corner|Beverage|Cafe,0.0,0,50.0,14.0,35.0,23.76309792,90.43098429,"House 35, Road No 2, Block C, C & D Avenue, Banasree, Dhaka - 1219",1219
j6rf,KhaiDai,,Dhaka,,Healthy,4.1,30,50.0,14.0,35.0,23.758318,90.4190258,"Chowdhury vila, 42/a east hazipara rampura dhaka-1219 Hazipara jame mosjid er age.Moni ladies tailors er building, 1219 Rampura, Dhaka, Bangladesh",1219
vi31,Instant Break,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,14.0,35.0,23.7597894,90.4183391,"1219 Rampura, Dhaka, Bangladesh (Ground Flood)",1219
rdpj,Traditional Khana Pina,,Dhaka,,Bangladeshi|Asian,0.0,1,50.0,19.0,35.0,23.756742,90.419581,"Khilgaon chowdhury para near matir mosjid, ৮২ গলি,House 179, Block B,Flat 1, 1219 Khilgaon, Dhaka, Bangladesh",1219
g20i,Bhat Dal Bhorta,,Dhaka,,Snacks|Beverage,3.1,2,50.0,31.0,35.0,23.76218745,90.41752825,Rampura wabda road jahaj building er pichone 174/1,1219
b6x9,COZY CUP,,Dhaka,,Dessert|Doi,4.4,30,50.0,28.0,35.0,23.7678195,90.427237,"House -36 , Road -2 , Block -A , Aftabnagar, badda Dhaka",1212
c2lq,Dhaka Biryani Ghor,Dhaka Biryani Ghor,Dhaka,,Snacks|Indian|Biryani|Bangladeshi|Asian,3.1,8,50.0,28.0,35.0,23.768007,90.427658,"56, Road Number 3 Block A, house no- 56, road no- 3, block- A, Aftabnagar, near assunnna foundation",1212
ansu,Umm Cafe - Banasree,,Dhaka,,Snacks|Beverage,4.9,6,50.0,28.0,35.0,23.7617042,90.4332384,"House - 41, Road - 03, Block - D, Next Shop of Sunnah E Kacchi Banasree, Banasree, Dhaka - 1219",1219
s5tn,Ideal Restaurant,,Dhaka,,Chicken|Sandwiches|Meat|Western|Asian,4.7,13,50.0,28.0,35.0,23.768632,90.424689,"plot 2 a ,  Aftabnagar Police Fari, Dhaka",1217
rr05,Ideal Sweets & Bakery- Aftabnagar,Ideal Sweets & Bakery,Dhaka,,Snacks|Sweets|Dessert,0.0,0,50.0,28.0,35.0,23.7686506,90.4246834,"Aftabnogor, Beside East west university, Dhaka",1212
f5p3,Pizza Siszza,,Dhaka,,Italian|Mediterranean|Pizza|Western,0.0,0,50.0,31.0,35.0,23.76866515,90.42624195,"Aftabnagor, besides of east west university, Block A, dhaka",1212
cup9,Vhinno Ghar,,Dhaka,,Snacks|Beverage,4.1,30,50.0,31.0,35.0,23.76686985,90.4305544,Aftabnagar Black B road 4 house  46 A1,1212
xw3d,Ayesha Siddiqa Rannaghor,,Dhaka,,Curry|Rice Dishes|Dessert|Bangladeshi|Asian,3.6,5,50.0,31.0,35.0,23.7677301,90.4205427,Hosue-156 Purbo Ulon Hatirjheel Rampura -1217,1217
wkiz,Butter & Better,,Dhaka,,Dessert,0.0,0,50.0,31.0,35.0,23.76248757,90.41647106,"Rampura wapda road, 158/2, 1219 Rampura, Dhaka, Bangladesh",1219
x6x8,Gilo Cafe and Restaurant,,Dhaka,,Snacks|Rice Dishes|Italian|Mediterranean|Pizza|Burgers|Western,0.0,0,50.0,28.0,35.0,23.7689581,90.4263262,"GILO Cafe and Restaurant, House/Flat # 1276BADDA, BADDA,Aftabnagar east west university r pichone, 1212 Badda, Dhaka, Bangladesh",1212
gfi3,Kacchi Boithok,,Dhaka,,Rice Dishes,3.9,30,50.0,28.0,35.0,23.7690082,90.4240217,"aftabnogor maingate , near footover bridge, merul badda, Infront of east west university, Dhaka",1212
ls9h,Afghani Kabuliwala,,Dhaka,,Rice Dishes,2.3,3,50.0,31.0,35.0,23.7569628,90.4162691,"Rupayan Khan Tower, E Hajipara 51 Opposite of Hajipara Petrol Pump. Rupayan Khan Tower, Flat D 5, 1219 Khilgaon, Dhaka, Bangladesh",1219
jqbn,GB Express - Khilgaon,,Dhaka,,Turkish|Kebab|Chicken|Middle Eastern|Meat|Burgers|Western|Fast Food,4.2,25,50.0,33.0,35.0,23.75266085,90.42127339,"382/B khilkaon taltola, chowdhory para",1219
s1qg,Cafe Green Apple Restaurant,Big Apple,Dhaka,,Steak|Italian|Mediterranean|Pizza|Meat|Western,4.4,9,50.0,33.0,35.0,23.7521522,90.4230061,"House No. 373/B, Shahid Baki Road, Khilgaon Taltola, Dhaka",1219
lbqv,Kebabistan,,Dhaka,,Turkish|Kebab|Middle Eastern,4.9,30,50.0,33.0,35.0,23.7524441,90.4216884,"434, 1219 Taltola Rd, Dhaka",1219
ogbw,Tehari Ghor,,Dhaka,,Rice Dishes|Bangladeshi|Asian,4.3,5,50.0,33.0,35.0,23.7513476,90.42528301,"Shop - 12, 19, House - Jha 13-14, Batayon Palace Shopping Complex, Block - A, Khilgaon Taltola, Khilgaon",1219
t65i,NestDine,,Dhaka,,Fast Food,0.0,1,50.0,33.0,35.0,23.75291581,90.41865334,"1219 Khilgaon, Dhaka, Bangladesh",1219
u8w5,Smokey Live Pizza,,Dhaka,,Italian|Mediterranean|Pizza|Western,4.8,7,50.0,33.0,35.0,23.7525474,90.4184565,"Plot - 394/B, Opposite of BRAC BANk & Pallima Sangsad Schoo, Near Cafe 3, Shahid Baki Road, Khilgaon, Dhaka - 1219",1219
gobn,Cafe 3,,Dhaka,,Turkish|Kebab|Italian|Middle Eastern|Mediterranean|Pizza|Western,4.5,8,50.0,33.0,35.0,23.75252916,90.41846423,"In Front of Cafe 3, Plot - 394/B, Shahid Baki Road, Malibag Chowdhurypara, (Pallima School Opposite Side), Khilgaon, Dhaka - 1219",1219
bni7,Kabri Bengali Cuisine,,Dhaka,,Snacks|Curry,4.6,30,50.0,33.0,35.0,23.75189245,90.41922545,"Pallima Sangsad, Shahid Baki Rd 841 412/C, khilgaon,  in front of the 3rd gate of Pollima Sangsad, 1219 Khilgaon, Dhaka, Bangladesh",1219
q1vb,Greens & Seeds - Khilgaon,Greens & Seeds,Dhaka,,Fast Food,4.3,30,50.0,33.0,35.0,23.75241345,90.4182714,"582/C, Khilgaon Chowdhury Para, Shahid Baki Sarak, Khilgaon, Dhaka - 1219",1219
u003,DC Prime Cuisine & Restaurant,,Dhaka,,Turkish|Kebab|Curry|Rice Dishes|Middle Eastern,4.0,4,50.0,33.0,35.0,23.7522345,90.4181255,"582/C, Malibagh Chowdhury Para, Shahid Baki Road, Khilgaon, Dhaka - 1219",1219
hhln,Krispy Kitchen,,Dhaka,,Snacks|Rice Dishes|Beverage,2.7,8,50.0,38.0,35.0,23.752344,90.41765365,"586/C Shahid Baki Rd, Khilgaon, Dhaka - 1219",1219
pbiw,Rice and More,,Dhaka,,Snacks|Rice Dishes|Beverage|Bangladeshi|Asian,1.5,2,50.0,41.0,35.0,23.7507373,90.4296116,"N Goran Rd 280 Sipahibag club more, 1219 Khilgaon, Dhaka, Bangladesh",1219
cxyh,Momo Box,,Dhaka,,Beverage|Chinese|Asian|Dumpling,2.1,2,50.0,41.0,35.0,23.749423,90.42440115,"Khilgaon Khilgaon new Colony, 1219/-- 1/7, 1219 Khilgaon, Dhaka, Bangladesh",1219
mls9,Pure Dairy Farm Sweets and Bakery - Khilgaon,Pure Dairy Farm Sweets & Bakery - Mugda,Dhaka,,Sweets|Dessert,4.3,0,50.0,38.0,35.0,23.7493991,90.4262858,House-1409/A Khilgaon Chowrasta Khilgaon Dhaka-1219,1219
sxuv,Rannar Jadu,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,41.0,35.0,23.7496074,90.4282237,"735/A cumilla hotel, khilgaon chourasta,dhaka",1219
gmyq,D'Crave,,Dhaka,,Turkish|Kebab|Snacks|Curry|Rice Dishes|Italian|Middle Eastern|Mediterranean|Pizza|Burgers|Western,3.0,30,50.0,38.0,35.0,23.7491667,90.4269778,"D’Crave, Khilgaon Ekota sorok 823/A, 1219 Khilgaon, Dhaka, Bangladesh",1219
zw6q,Live Kitchen,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,41.0,35.0,23.7527405,90.4154911,"Jai Somoy, 72/B, 1219 Malibag, Dhaka, Bangladesh",1219
jiep,Kureghor Kabab & Restaurant,Kureghor kabab (Main Brunch),Dhaka,,Turkish|Kebab|Curry|Middle Eastern|Beverage,4.0,4,50.0,38.0,35.0,23.76182577,90.43852574,"House - 33, Road - 2, Block - F, Banasree",1219
wqr5,Marsal Aquarium Restaurant,,Dhaka,,Snacks|Chinese|Asian|Fast Food,4.3,18,50.0,38.0,35.0,23.7499592,90.43280915,"Goran,  Khilgaw goran nobabi mor  198/b 2nd floor, 1219 Khilgaon, Dhaka, Bangladesh",1219
nqaa,Laboni's Kitchen,,Dhaka,,Snacks|Dessert,4.6,4,50.0,41.0,35.0,23.7547871,90.4122604,"E Nayatola Rd 25/C 3rd Floor, 1217 Mogbazar, Dhaka, Bangladesh",1217
pjkn,Bismillah Fast Food,,Dhaka,,Chotpoti & Fuchka|Bangladeshi|Asian,4.4,0,50.0,38.0,35.0,23.7481438,90.4207699,Shahjahanpur Jhilpar saifuliya Marke,1219
mf9a,Modhubag Biryani and Kabab Station,,Dhaka,,Turkish|Kebab|Middle Eastern,3.7,7,50.0,38.0,35.0,23.75725236,90.41090209,"Modhubag Biryani and Kabab Station, 355, Hazi Tower Goli, Modhubag, Hatirjheel, 1217 Mogbazar, Dhaka, Bangladesh",1217
riqy,Hungry Inn,,Dhaka,,Snacks|Italian|Beverage|Mediterranean|Pizza|Western,0.0,0,50.0,43.0,35.0,23.7477003,90.4280425,"568/A Ekata Sharok, Road No. 14 Tilpapara, Khilgaon Dhaka-1219.",1219
ni2q,Afghani Sea Food and Kebab House,,Dhaka,,Turkish|Kebab|Middle Eastern|Seafood,4.4,15,50.0,51.0,35.0,23.74756715,90.4292256,"তিলপাপাড়া সড়ক 16 107/1 rode 16 tilpapara,Khilgaon, 1219 খিলগাঁও, ঢাকা, Bangladesh",1219
tbbe,Nowrin's Kitchen,,Dhaka,,Rice Dishes|Beverage|Bangladeshi|Asian,0.0,1,50.0,51.0,35.0,23.7469669,90.4242167,272/F north Shahjahanpur khilgaon bagicha bridge,1219
gx68,Khushbu Biryani Kutir,,Dhaka,,Rice Dishes|Indian|Biryani|Asian,4.4,8,50.0,51.0,35.0,23.74756298,90.43026951,House-1048 Harvanga More Khilgaon Dhaka-1219,1219
y8wm,Sara Kitchen,Tasfia Kitchen,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,4.3,30,50.0,51.0,35.0,23.7466546,90.4242935,"272/F Shahjahanpur,Dhaka",1217
ia7r,Western Valley Cafe & Restaurant,,Dhaka,,Snacks|Italian|Mediterranean|Pizza|Western|Fast Food,0.0,0,50.0,51.0,35.0,23.7581788,90.4415247,"House - 01, Road - 11, Block - L,  Opposite of 10 Tola Building, South Banasree, Dhaka - 1219",1219
aksf,Rafan's Mom Kitchen,,Dhaka,,Snacks|Curry|Rice Dishes,4.6,9,50.0,51.0,35.0,23.7514882,90.4382911,"60 house , Block F , 10/1 no road dokkhin banasree",1219
sni7,FLASH Kitchen,,Dhaka,,Italian|Pasta|Mediterranean|Western,4.1,5,50.0,51.0,35.0,23.7457587,90.4220349,331 North Shahjahan Pur Dhaka-1217,1217
qzxr,JK Noor's Kitchen,,Dhaka,,Snacks|Curry,4.2,15,50.0,51.0,35.0,23.7522372,90.4391933,"Road No. -9/7, House - 76 , Block - G, Dhokkhin Banesree , Rampura, Dhaka",1206
zdmn,Brother’s Kitchen,,Dhaka,,Curry|Bangladeshi|Asian,4.5,3,50.0,51.0,35.0,23.749053,90.413905,176 Malibagh Bazar Rd,1000
l05f,Touaam,,Dhaka,,Chicken|Snacks|Beverage|Meat|Fried Chicken,0.0,0,50.0,51.0,35.0,23.75671908,90.44149076,"House - 360, Road - 14, Block - K, Opposite of Mamun Biriyani House, South Banasree, Dhaka - 1219",1219
yri0,OverLoaded,,Dhaka,,Italian|Pasta|Mediterranean|Pizza|Burgers|Western|Fast Food,2.9,30,50.0,51.0,35.0,23.7454394,90.4225152,"357,North Shajahanpur, Bhuyain Tower (Lift-3), Dhaka - 1217, Bangladesh",1217
zbip,Rice N Curry Kitchen,,Dhaka,,Curry|Rice Dishes|Beverage|Bangladeshi|Asian,4.7,18,50.0,51.0,35.0,23.74531,90.4233832,"430/3, Uttor Shahjahanpur, Amtola Mosjider Golli, Dip Shikha School er Golli, Dhaka- 1217.",1217
yylg,Pizza Napoli,,Dhaka,,Snacks|Italian|Mediterranean|Pizza|Western,4.5,5,50.0,51.0,35.0,23.75865075,90.4421743,"South Banasree, khilgaon thanda , Block-L House no-8, Road-9 , Dhaka -1219 Banasree, Dhaka, Bangladesh",Dhaka -1219
pkd3,Harry Petuk,,Dhaka,,Snacks|Fast Food,0.0,0,50.0,51.0,35.0,23.75715059,90.44188227,"Road-13, Block-L, South Banasree , Dhaka - 1219 ( Near Eastern Banabithi
Shopping Complex)",১২১৮
ir9v,Tususru's Kitchen,,Dhaka,,Curry|Bangladeshi|Asian,4.8,30,50.0,51.0,35.0,23.7450946,90.4214444,"400/1 North Shahjahanpur, (Near Dipshikha school)., 1217 Khilgaon, Dhaka, Bangladesh",1217
lnba,New Bismillah Biryani and Kabab House,,Dhaka,,Curry|Rice Dishes,2.8,18,50.0,51.0,35.0,23.74440822,90.42586841,"187, North Shahajadpur, Dhaka",1217
qz10,Tiny Treats,,Dhaka,,Cakes,2.5,4,50.0,51.0,35.0,23.7567262,90.4073323,"Ambagan bazar mur., 257/D, Ambagan bazarmur,  Noyatola. (Ambagan mur-er rikshawar garrage-er pichone,  vater hoteler sathe golir prothom buiding-er niche dariye call dilei hobe.), 1217 Mogbazar, Dhaka, Bangladesh",1217
ifmg,Food Squad,,Dhaka,,Snacks|Beverage|Burgers|Western,3.2,4,50.0,51.0,35.0,23.7657761,90.442965,"Road 1, Sector 2, Block F, House 31, Johirul Islam City, Aftab nagar Rampura 1211., 1211 Rampura, Dhaka, Bangladesh",1211
uvvi,Cooked By Asma,,Dhaka,,Curry,3.6,15,50.0,51.0,35.0,23.74809446,90.43730398,"house no#309,road no#10,(usha garments er goli), east goran,khilgaon, dhaka-1219 Near by Bhuyan Fashion, Dhaka, Bangladesh",1219
mw8b,Cafe Boyati - Kabab & Sea Food,,Dhaka,,Turkish|Kebab|Middle Eastern|Beverage,4.6,30,50.0,51.0,35.0,23.75189825,90.44102695,"South Banasree Central Jame Masjid, Rd No-12 House 79, Block - B, 1219 Khilgaon, Dhaka, Bangladesh",1219
mi0f,Sabina's Kitchen,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,0.0,2,50.0,51.0,35.0,23.7552853,90.4428044,"South banasree, 18/218/B, 1219 Banasree, Dhaka, Bangladesh",1219
qwjr,Le Delicia - Banasree,LE DELICIA,Dhaka,,Dessert|Doi,4.9,30,50.0,51.0,35.0,23.758592,90.4440736,"Plot: M-2, Road No-8, Block-L, South Banasree, Dhaka-1219",1219
nkm1,Evergreen Food Zone,,Dhaka,,Italian|Pasta|Mediterranean|Western,0.0,1,50.0,51.0,35.0,23.74477156,90.4330354,"House# 322/1/B, (Floor: D-4) Road 7, South Goran, Shantipur, 1219 Khilgaon, Dhaka, Bangladesh",1219
g98r,The Bridge Restaurant,,Dhaka,,Chicken|Italian|Pasta|Beverage|Mediterranean|Pizza|Meat|Burgers|Western|Fast Food,0.0,0,50.0,51.0,35.0,23.7606243,90.4444705,"1st floor, House: 2, Road: 3, Block J, Banasree, Meradia bazar",1219
d0fy,Hungry Max,,Dhaka,,Fast Food,0.0,0,50.0,51.0,35.0,23.74636042,90.41376094,"147, malibagh, 1217 Malibag, Dhaka, Bangladesh",1217
