vendor_code,review_count,avg_rating,positive_count,sample_review_text,sample_reviewer,sample_rating
zsh6,8,2.43,5,average taste,Sadia,
qovf,30,3.74,46,Ordered Grilled Chicken with Rice. It was flavourful. 👌🏽,Imran,
pi92,30,4.4,51,Food was good but you didn't served sauce with wrap and not enough sauce on meatbox. That turned me off.. 💔 ,Nadia,
mtfg,8,3.0,10,money value is more than taste,Nandita,
duf4,25,4.0,53,Good,Naeema,
wn7u,2,1.0,0,"overcooked tasteless chicken, wrong item of chicken given and leftover luchi hard and too small.",Ashin,
z23w,1,2.33,1,মনে রাখার জন্য রিভিউ লিখছি। যাতে আর কখনো খাবার অর্ডার না করে ফেলি ভুলে। ,Shahana,
urql,8,2.52,6,Less value for money ,Nahid,
f2cr,27,3.64,45,Mud cake tasted like simple chocolate cake with a lot of mid quality ganache! it was very good before! ,সানজানা,
p24c,30,2.73,24,Faltu ekdom,Nabila,
lsaz,30,3.33,38,AMAZING AS USUAL,Mahamudul,
gnre,1,3.0,1,valo clo ,shanta,
onte,1,5.0,2," একদম ফ্রেশ, অসাধারণ স্বাদ ",Tahsan,
hkbr,27,3.64,46,Good ,Nilima,
fo8z,2,4.0,4,Does not look anything like the picture!,Taneem,
xq4t,30,3.08,34,"Ordered the New York hot dog. It was dry and not at all worth the price, candyfloss’s hot dog is even better.",Imran,
ngh7,30,3.87,57,"আইটেম না থাকলেও অর্ডার নিচ্ছে, পরে টাকা রিফান্ড করছে, যে আইটেম শেষ হবে তা কিভাবে সো করছে??",MD,
o9jx,16,3.45,26,the singara is spoiled ,eesha,
s4ax,30,3.88,55,"Very mediocre taste for the price. The Alfredo pasta was dry, very little sauce. For a 1000tk pizza very little beef. ",Zuhaina,
o3xz,16,3.05,18,2 out of 10.test was really bad.  ,Sorna,
m0gy,5,3.77,9,stale food. never buy from this restaurant ,Samiur,
ged9,1,2.33,1,too much residue in the juice,Faria,
kjix,30,3.11,35,Full teheri order cilo but diyece half. 230 tkr order cilo kintu diyece 100 tkr poriman. kew kinben na. ,Md.,
ex8y,11,3.0,13,"এত দাম দিয়া এইগুলো মানুষ কে কাওয়ানো ঠিক না , এ ছারা 🍚 এর চাল এত মোটা , ছি ,,,,,,,,,,,,,,,,,,,, মানুষ কে খাওয়ালে ভালো টা খাওয়ান ",sheikh,
hrjt,1,5.0,2,Bhorta gula mojar kintu amount onek kom. Arektu barano jay naki dekhen. ,Refayat,
yvqq,22,2.62,19,Barrries for deaf communication.,Tonmoy,
krye,30,3.74,48,Very good cake as always. Loved the taste and delicious ,Jawad,
boet,10,4.08,20,Most items were OK. Taki bhorta was good but had kata. Beef was too salty & not tasty,Mrs,
n9ch,11,4.6,28,Absolutely surprised me. I never knew it was that good ❤️🔥,Farhan,
m183,2,5.0,6,খাবারটা অনেক সুস্বাদু ছিল ধন্যবাদ আপনাকে ,Md,
eelr,17,3.11,20,"I ordered 2 egg bhuna and just got 1, don't know where the second egg went😡",Raian,
k3gl,30,2.84,31,চিকেন পিস নেই বললেই চলে। 👎👎,Surnila,
dera,1,1.0,0,Worst food ever. Just wasted my money. Too much salt. I ordered octopus they gave me rice. Nonsense. Its make me angry.,Afroza,
ig49,5,3.67,6,too expensive compared to quality. this type of chicken sandwich shouldn't be sold over 50/=,Kazi,
s7vk,30,2.97,36,yummy,Sumaiya,
vhhg,3,2.56,4,they gave me wrong item,Adiba,
nprz,27,3.68,41,alhamdulillah vlo cilo..,Suraiya,
jf8v,21,3.19,25,"The board was smudged with chocolate, and the writing was completely off center. Better to go to the store and order cakes, otherwise they give the most subpar product. Disappointed. ",Farhat,
ffx6,30,2.56,28,The food was very bad. It was beef chap polao but they gave pieces of beef. No aroma in rice and very bad taste from my side.  1/10 rating. ,Ahnaf,
fz14,30,2.92,29,it was cold and dry. and no chicken only onion,Sumaiya,
dknk,3,2.78,4,Pura joghonno khabar ami er theke baje kharap jibonao khaini meat box deyni just diye rakhse alu tao akta plane a r nachos silo joghnno ami bomi ese gese amr 400 taka jol e gese just,Arifa,
wet2,30,2.77,33,"While the portion was very generous,  the taste somehow lacked flavour.  expected a bit more punch from alfresco!",Sayeed,
j02f,30,3.48,43,Tasty and fresh😋 perfectly made!!! Loved their loaded meat box too.. Amazing❤️ ,Tabassum,
t5rz,30,3.79,48,It was pretty good 👍🏻 ,Faria,
ihl7,11,2.6,9,It was tasty .prize higher,atasia,
qn7p,2,4.0,2,কোয়ালিটি তে ঝামেলা আছে ,Rezwan,
m7ol,2,1.0,0,"Rice was cold & rotten, beef a few bone cold. Lentil was cold & disgusting in taste. Never ever will order even if starving. 
",Mohammed,
fylf,30,2.71,26,good food,Hasrat,
z1ec,30,3.92,54,"খুবই বাজে টেস্ট,  খেতে পারলাম না,  ফেলে দিলাম ",Ashraful,
ua1z,30,3.76,49,Good,Ali,
mwnu,15,3.0,15,Fish was very salty and meonise minimum needed 2 box because there was fish and fries so must needed. It was 450 tk food quantity is very low. Overall good not bad,Jannat,
b6x9,30,3.67,44,"It was not chewy at all,felt hollow from inside,the strawberry one felt artificial",Harun,
beq5,19,4.0,35,Amazing hot biriyani with humongous portion size. Highly recommended. ,Imon,
fifz,9,1.9,4,"Not bad, meatbox e chicken beshi thakle bhalo hoto",Abdullah,
nzdy,30,2.69,27,testy,Mohammad,
rh6c,4,3.67,5,"Jali Kabab was delicious, well-seasoned, and perfectly cooked. Highly recommended....",Nisat,
apgi,30,3.91,51,Very bad taste,Tareque,
nz6i,30,3.71,46,Best boti kabab roll in town ,Talha,
ro6t,1,1.0,0,ফুচকার টকে টমেটোর সস দেয়া হয় জানতাম না! Not recommending! ,Sumaia,
d8mi,7,2.89,7,What kind of naan and chap is this?? please don't order from here this items! it's totally different from regular naan and chap...!! I wanted simple naan and chap not Chinese chicken and chapati naan!,Firoza,
b2vj,6,4.47,13,The pudding was really thick and delicious!,Jalish,
s3lj,30,3.49,47,Unhygienic.,Salman,
qbn3,30,3.42,43,price er sathy compare korly bread ta onk kom....food quantity aro baran...and packaging quality valo korun.,Shahid,
scgo,30,3.59,41,the chicken sandwich was good but bhai thai clear soup ta age o oder disi valo chilo but asker tay etto lobon disen tar oupor abr lebu mne eigula manush khaite pare? cooking mistake hole new banan.,Masum,
enib,5,4.08,11,সেই হইছে ,ব্যাকগ্রাউন্ড,
ik8t,7,2.75,7,ভালো না খাবার এর মান 😡😡,Ridom,
vuto,30,3.33,37,it wasn't testy as last time (yesterday) ,Rim,
cwf1,16,3.2,19,আমি আগে জানলে কখনই ফুড পান্ডায় এই অরডারটি করতাম না। কি কারনে অরডার পরিবর্তন করলেন? বুঝাল খাবার টি শেষ হয়ে গেছিল। কিন্তু তার পরিবর্তনে এই শুকনো কালো পোড়া সারা দিন রাস্তায় পরে থাকা খাবার কেনো আবার আমাকে,Sojib,
m7m7,1,5.0,2,budget friendly and quality full food,rubaiyat,
dedh,1,4.0,2,the cinnamon is good but could be more softer ,Isaura,
idn7,1,5.0,3,good food and good quantity ,Asef,
ls9h,3,3.0,5,"একদম ফালতু, পোড়া গন্ধে মুখেও নেওয়া যায়না। আমার টকাটাই শেষ ",E-TOP,
ulta,30,3.0,34,খাবার একদম বাজে  বাসিখামুর ,Sk,
lhid,9,2.45,7,বাজে মাপের খাবারের টেস্ট -ফালতু একদম পচা শাক দিয়েছে-মাছ রান্না ১০দিন আগের-নস্ট খাবার এদের নামে কম্লেইন করা উচিত,Ahmed,
gva0,1,2.0,0,Quantity was very poor..they didn’t provide me vegetables with set menu(vegtables was included)..Taste is average ,Faisal,
l69t,3,2.5,2,worst food ever🤢🤢,Sraboni,
lb5h,30,2.47,25,They gave 1 salad with 2 orders of morog polao ,Ludmila,
sh4w,30,3.06,34,Great,Wasefa,
aaii,9,3.26,7,"latte was good. tiramisu sucks.couldnt taste any coffee at all, whatever they used instead of ladyfingers was too sweet and wasnt soaked in coffee it was white basically.",ABDUL,
ifmg,4,3.73,7,"fries was very very soggy & sausages were taste so bad, probably they used old stored sausages. I was talking about their meatbox's. Also i ordered their fries but that was unavailable. ",shagufta,
pvov,6,3.27,8,"160 bucks subway, what do you expect, wtv it is it's eatable and nostalgic",Muhtasim,
hshe,9,3.25,13,প্যাকেজিং খুব বাজে শর্মার। যেভাবে বস্তা এর মতো বাঁইন্ধা দিসে just awful. একটা জিনিস নিজে চোখে দেখলেও তো খারাপ লাগে। এদের এই সেন্স ও নাই। জাস্ট স্টুপিড সব ,Fuadul,
wp5f,4,3.22,5,best rosmalai in town. special shor doi khubi valo. cake may be home made great.  quality ta dhore rakhle premium level e jaben insha allah. abar order korbo.,Rezwan,
ced7,24,2.93,26,The replacement cake was very bad in taste,Helena,
zc10,5,5.0,14,"Darun tehari. Quantity was great. Try it with chutney, awesome taste hoy. ",Shazedul,
isj3,1,4.0,2,"The taste was fine, but there was no mayonnaise at all — almost none, you could say.

",Rupa,
ossa,23,3.54,36,2টা ভাজি  ছিল কিন্তু একটি ভাজি দেওয়া হয়েছে অতি জঘন্য কাজ করেছে....,Md,
iyhb,4,2.33,3,Chotpoti r sathe tok nai fuchka nai enough poriman Thanda Chotpoti ,Nuzhat,
r8jh,30,2.89,30,Your Swwicy chicken does not taste that good anymore. It used to be very juicy and flavourfull but it has disappointed me yesterday. The chicken was very dry and the flavour was not as good as it was.,Nusrat,
km6c,2,2.0,1," Never ordering again! Horrible food! Red Curry noodles-no coconut milk, no thai flavor; Lemon herb chicken-no herbs, only bitter lime rinds; Fiery Basil Rice- no basil, no spice. Delivery took 1 hr.",Aazia,
on02,7,3.22,8,momo er filling e chicken nai bollei cholo...momo taste ok...but chilli oil akdm kom dise...dip chara  momo khay keu??.. poor serving... ar kkhno  nibonA,Raisa,
tjly,30,3.12,39,Food is good 👍,Shadid,
ylmb,5,3.92,9,খুব খারাপ ১৫০ টাকার জিনিস ৫০  গ্রাম ও নাই এটা লোক টকানো Very bad,Mozammel,
t0y3,2,1.8,1,Kabab er dam baran and porimane besi den. Apnader luchi te ekta smell ase. Ata / moida change koren. ,Fahad,
zuz8,30,3.38,39,I asked for regular french fries came cajun fries. I specifically mentioned no chef special saice it is there in the burger,Nujhat,
qnqp,1,2.0,0,They take a lot of time to prepare the food,faiza,
szmi,1,5.0,3,taste onujai ptice ta ektu beshi,Tonmoy,
mvmw,30,4.01,62,"keep maintaining the quality, loved it",Mohd,
jmvv,9,3.08,14,Sushi wasn’t served as per the picture. Chicken was served as bangkok style fried chicken instead of crispy fried chicken whereas the reference picture looks crispy fried chicken. ,Shanaya,
gmyq,30,2.6,27,khub e baje chilo food ,Jarif,
kqlv,30,3.94,56,"They sent me only patties with melted cheese between the buns — no veggies at all, unlike what was shown in the picture.",Shoyeb,
nsp1,1,2.33,1,"STAY AWAY FROM THIS RESTAURANT! I hate when bad restaurant's like this make bad food and charge premium! Sandwiches had super sharp bones, unexpected nasty surprise. Sandwiches looked pulled apart. No",Sisil,
aiup,7,2.29,5,Cooking is no tasty,MD,
kil8,21,3.54,31,Good Quality,Shaqib,
jrnk,30,4.29,60,"the food was amazing!!! it full fills my cravings, full of beef 😊😊",Annu,
xg4y,30,3.82,56,as always felt like home cooking and always generous with portion 😀 5 star ✨ from me . also love the doi 😁,Sirajus,
wzdz,1,3.0,1,Food was not fresh,Junaid,
bsl5,30,3.2,36,Sultan's dine sucks.,Fahim,
hj3u,30,3.27,38,Food was really good.Everyone should try.👍,Iqbal,
n4z7,3,4.14,5,So tasty🇧🇩🇧🇩🇧🇩,Shuvendu,
e36r,30,2.64,31,খুবই বাজে চালের ভাত এবং পানি ডাল। ভর্তা কোন রকম।,Mr.,
s0c1,30,3.47,41,Burger is too mini!,Atolanto,
ne2s,6,2.75,7,Khub e bajee,Tanzir,
lxrv,7,2.44,5,eto choto size er chicken kivbe dewa hoy? agey to atleast medium size silo! ,Raihan,
fb18,3,4.0,6,Octane,Azam,
dfwo,2,3.33,4,"khabar er taste baje, quantity prochur low. ",Sumaiya,
pj0d,30,4.47,66,Good packaging..coffee was sooo good.,Md,
qs8v,1,2.33,1,Send wrong item.,Nusrat,
selm,19,3.76,34,ফ্রেন্স ফ্রাইটার টেষ্ট অনেক ভালো 👍,Yeasir,
s1py,8,3.32,9,taste is sooooo good.  love it,isnat,
ugsh,5,3.33,8,প্লেইন খিচুড়িতে ভাতের চাল দিয়ে ৬০ টাকা দিয়ে সেল করে! খিচুড়ি টেস্ট খুবই বাজে হলুদের স্মেল আসে খাওয়ার যোগ্য না,Supty,
k7kd,15,2.11,9,Beef was not taste ,Bashar,
sitg,1,1.0,0,Quantity khob e baje. khabar e kono Test nai,Shuvro,
tsgu,30,3.51,46,The burger meat is fully rotten & smelly..I had to throw the whole burger.. ,Samia,
a2dq,30,3.36,39,Oven burnt food for BDT 260+,Abdullah,
eo20,1,5.0,3,Worth every penny ,S,
h7m4,3,4.11,7,Very good food,Hridoy,
h2im,4,2.64,4,food quantity is very very low compare to price. taste is too bad. waste of money,Redwan,
biq9,30,2.9,31,"we ordered 2 americano, 1 capaccino, and 1 latte, 1 pizza and fries. The packaging was so bad that coffee was all over the packet and even the fries got soaked in coffee",Nusrat,
cnfw,24,3.78,40,ami dream cake order disilam but amake onno cake dise,Ahona,
cn8q,23,3.37,29,Below average cake for poor people,রুশো,
wwvz,9,3.57,13,খাবার প্রতিটা আইটেম খুবই বাজে ছিলো! রুই মাছের ডিম লবণের জন্য মুখেই দেওয়া যাচ্ছিল না। প্রতিটা পদের মধ্যে লবণের পরিমাণ এতই বেশি ছিল একেবারেই খাওয়ার অযোগ্য ছিল। উনাদের রিভিউ সেকশনের রিভিউগুলো পুরাই ফেইক!,Tasbiha,
w5sv,18,2.12,7,"Everything was absolutely terrible. Don't buy from this sh*thole unless you want uncooked, bland food. ",Tahsin,
wul3,2,1.0,0,ami khub high expectation nea order deachilam but khabar ar taste khubi baaze chilo. ,Nusrat,
esnf,1,4.33,3,dal er spicy ta kom din. r sob thik aasy. thanks ,Hafiz,
v84y,13,3.0,16,khub baje chilo.....chips gula onk ager chilo & thanda chilo... chicken er poriman ekdom e kom chilo..... khub e baje,MD,
drih,4,3.0,4,"They serve bad in takeaways. But when we order in restaurants, its better. Like the hunter beef literally had no beef in it. Unfortunate to see a cafes downfall like this. ",Anm,
vypb,1,4.33,3,Quantity should be increased.... Taste is top notch but the amount is very less ,Sneha,
lllq,30,4.58,58,5 star dilam so that everyone can see. Worst food I have ever had in my life. Rice jei poriman er dise mone hoy vikkha dise. Taste and quantity very bad. Er thika better kola pauruti khawa. ,Fahim,
y4ub,19,3.49,25,worst roshmalai and aflatun i have ever had..roshmalai pura pani chilo..aflatun o dry khub,Tanzin,
uljs,5,3.46,7,Hope you are growing your business shortly,Md.Naim,
dls3,4,2.67,5,Bad packaging almost empty glasses come when delivered,shanjid,
v7oh,28,2.74,26,মিষ্টি নষ্ট ছিল।,shovo,
a19x,7,3.11,8,Best Sandwich at 60 Taka,Md.,
hmki,20,2.31,15,So bad and too much suger,Mostofa,
cup9,30,3.05,36,মোটামোটি!,Afrin,
e053,30,3.24,35,meat is not well cook,Saifuddin,
xkt6,1,1.0,0,খাবার কাচা,Imam,
mga9,16,3.0,19,mota moti ,Hasmot,
pq8c,22,4.0,44,chicken momo 6 piece er order korsilam dise 5 piece tao vegetable momo er thkee baje kichu ar hoy na fully disappointed ,Sheikh,
bbmk,4,3.4,6,Excellent quality & taste ,Main,
yng6,7,3.35,9,Cake was crumbly and tasted ok,Abdullah,
g20i,2,1.0,0,aita. konl khichuri hoilo akdom baje sata borta dawer kth chilo kicui dai nai ,md,
lzrv,28,4.12,52,Fresh and tastyy,Abdur,
f6i8,4,3.6,7,the restaurant was generous with their food serving and the food was tasty. A must try restaurant to order from,arifin,
ob39,28,3.99,52,খুবি বাজে খাবার। অতিরিক্ত পরিমাণে লবণ দেওয়া। ,Hasanur,
e70y,30,2.89,35,bhuna khichuri te polaw chaul na diye bhaat er chaul use kore unara and poriman e o kom,Sinha,
dvi5,2,2.0,0,The rice and vegetables were good. Chicken was below average. ,Mahedi,
jo0o,19,4.08,38,নাচোস খুবই মজা ছিল পরিমাণে অনেক ভাল ছিল,Khadija,
rffs,1,3.67,1,ilish was too small. ,Shoheli,
zi3u,30,3.08,37,faltu,M.,
w41k,21,3.41,29,"Price, taste, and quantity-wise this pizza was a solid 8.7/10. If they had increased the cheese and increased more additional dips, plus made the crust thinner, then it would have been a solid 10. ",MD.,
ih82,16,2.95,19,Very low quantity ,Mohaimeen,
ej2i,1,2.33,1,Bhai order disi chowmein dhoray dilen normal noodles abar dilam order biryani dilen shiddho kora polao er chal er ekta boil kora chicken eita kichu hoilo emne thokayen na bhai customers der,Raian,
m1ij,30,3.0,34,local cake dise,Rahe,
dfsz,3,3.86,5,Not bad😊,Sabnaj,
ffpw,1,1.0,0,১০ মিনিটের দূরের অর্ডার। বার্গার ফ্রিজিং ঠান্ডা। মনে হইছে আগের দিনের চিকেন।,Md,
i0w0,5,3.43,8,🤢🤮🤮.. don’t order any food from there.. They will give you rotten foods. Wort food i have seen ever.,sifat,
szqc,8,2.41,6,"khubi baje khabar ,alu r chat ta purai nosto ,",Lima,
gu4a,30,3.0,37,The taste and quantity was good according to price ❤️,Sumaiya,
ge20,30,2.45,25,the food quality is second to none. definitely recommend this place. the kids loved their all items except chicken burgers. as it's not good as UK standard. we will order again to try different dishes,Raha,
dws7,8,3.2,10,telpia fish fry was stupidest size...tooo small..not Enough for a kid even,umma,
n2qc,30,3.08,37,"packaging bhalo cilo na, lemonade e spirit khaiteci mone hoitecilo",ariful,
txw0,13,4.0,22,"good,taste ",Sazidur,
lzk4,3,2.43,3,Food was stale. The food was not consumable. This branch has problem.,Umayer,
czju,2,3.0,2,"এত বাজে মিট বক্স আমি আর খাই নাই,,,,, আর,,,quantity এত কম,,,,,, আমি বড় টা নিয়েছিলাম,,, ২৮০ টাকা দিয়ে,,, একদম ছোট টা দিছে মনে হইছে।,, খুব বাজে ",Olivea,
q3jm,30,3.45,45,Ready to cheese it up ,Kadin,
nf3q,14,3.11,14,the nachos was really bad. it had a soyabean smell. It was a waste of money,Shahriar,
jsb6,1,5.0,3,ordered their strawberry tres leches!! loved it ❤,Kabir,
h2xb,16,3.51,25,bhalo but mangse tel chik chik korte chilo,Anik,
i7em,1,1.0,0,found hair in my food and no taste,yasin,
rshm,1,4.33,3,ভালো সুন্দর পচা নয় ঠিকঠাক আছে খাওয় ডেলিভারি ম্যানকে ধন্যবাদ ☺️,SHAKEL,
u3rp,30,2.61,23,I have issued a complaint what is the update.,Jobair,
xksr,1,2.33,1,Baler restaurant. Vul order dey,Tasnimul,
i0m6,6,1.43,1,Everything's rotten.,雨,
e2gm,1,2.33,1,Bland and tasteless. Borhani was too watery ,S.M,
cgzk,20,4.17,41,Taste was terrible ,Syed,
fezi,30,2.77,29,chap polao is the best. morog polao very good. beef tehari avg.,Esmat,
qmik,30,3.51,44,Tooo Good 👌🏻,Ashef,
tbbe,1,1.0,0,একটা চকলেট কোন কফি অর্ডার করেছিলাম। এত বাজে এক ফোটাও খাওয়া গেল না পুরোটা পানি । এবং খেতে খুবই বিচ্ছিরি। কেউ নিবেন না। 😡😡,Arushi,
vpmx,1,1.0,0,so bad.They do not even use foil paper.The pizza was so dry and cold,JOY,
r0h9,6,2.73,5,Quality dropped after chef changed.,Sapphire,
p5ab,24,3.37,29,I always  order their BBQ pizza. it was good all the time but last time the taste was aweful. there was a smell of oil & not flavourful like befor. thats why I am scared to order again ,Israt,
l4ek,6,2.47,4,Maximum time jar cake order korle fresh ta dai na. Ajker jar cake noshto chilo. Test tok hoye giyechilo.,Sazia,
c4zv,30,3.95,51,terrible. the chicken smelled rotten. the polao was not fragrant at all. will never order again. they use old masala for sure ,Shimsad,
e101,18,3.58,27,cake er rong o shadha cake er uporer lekhao shada! common sense er obhab kong rong dewa uchit!,Sajia,
lho3,1,2.33,1,holud vat r haddiwala 1pis gosto aita naki abar chap bole faltu purai,Baker,
wsz1,15,3.32,21,instead of beef they gave kolija &bones,Armeen,
yvj2,1,2.33,1,there was missing items. ,.,
s4jh,13,2.58,13,Onara khub e patla ekta poly te deliver koreche plastic box a then soup ta dhal te jeye soup onk gorom thaka te poly gole pura gorom soup gaye poreche and amr gaye porate onk tuku burn korecheche skin,Samia,
kdk6,3,1.57,1,নামে খিচুড়ি।  ভাতে হলুদ মাখায় দিছে। চিকেনের অবস্থাও ভালো না। হোমমেড বলে অর্ডার করলাম এর থেকে চিটাগাং রোডের ৮০ টাকার চিকেন খিচুড়ি অনেক ভালো।,Md,
kduj,1,2.33,1,dim vuna order kore chilam.bt dim pose kore vuna diche r piyaj kacha chilo.r murgi theke asta gondho aschilo.,Mousumi,
royq,2,3.8,3,"Food wise, it seems a bit more expensive than the restaurants around. And I didn't get the leg piece, I got two pieces of meat, and the oil seemed a bit too much to me. The rest is up to you.",Jahid,
dnd0,1,5.0,2,"খাবার ছিল একদম টাটকা আর সুস্বাদু, প্যাকেজিংও চমৎকার ছিল। আবারও অর্ডার করব!",Fazle,
oewu,22,3.98,41,"They should work on dipping sauce, otherwise momo was good",Afsana,
nd3e,3,3.57,5,店舗で食べた方が断然美味しかったため(-1ポイント),Manabu,
hkg6,9,3.17,11,I ordered 3 breast piece but got only 1 breast piece and 2 leg piece ,Moana,
d0zu,2,2.0,0,not fresh food.,babu,
gjbr,14,4.15,25,lobon kom hoisilo,Onaiza,
u3s8,7,3.95,14,dam onujai thik ase👍,Easy,
od8l,6,3.25,9,The salad was only okay and the wontons didn't have any cheese. ,Kirsten,
ovjz,10,2.52,7,rotten chicken delivered,Mohammad,
p66p,30,3.28,43,french fries were dey and unseasoned,Rowshan,
m9gw,30,3.6,49,faltu chilo sub ta taka ta e jol a gase,Shrabonty,
eyna,2,3.67,2,খাবার মোটামুটি কিন্তু প্যাকেজিং আরো ভালো করতে হবে।,Nahiyan,
pmks,3,3.25,4,"রাইডার অনেক ভালো ছিলো। ধন্যবাদ মিঠাই, ফুড পান্ডা এবং রাইডারকে। ❤️❤️❤️
",S,
rdjd,30,2.63,28,"Was this a sausage box, where is the meat?",Musabbir,
o4zy,30,3.25,33,wow,Sheikh,
os2g,15,3.05,17,honestly very disappointing. The food was terrible and overpriced. I regret wasting my money. Wouldn’t recommend. ,Antara,
vk8f,30,3.05,34,Bisri,Badsha,
lpag,1,1.0,0,"very poor burger but the price is very high so definitely it's not worth it ,২০০ টাকা অনুযায়ী বাজে,",Azwad,
klch,30,3.2,41,The food quality has significantly decreased.The chicken in nanban was burnt,anika,
fa88,30,3.58,46,"Taste was superb, authentic Mediterranean taste. Quantity wise absolute piss-poor. No value for money. If you wanna spend a bunch of money and still be hungry but fullfill your tastebud its for you.",Abidus,
xelr,30,2.48,22,good amount of meat. overall it was worth it. ,Fozla,
mjes,2,3.4,3,I didn't get the food delivered as the restaurant scammed both me and the rider. ,Sadman	,
td8d,30,3.06,32,low amount of food ,Ragib,
yrc1,23,2.56,19,Khichuri te holud ta r ektu kom hobe… vuna khichuri te borboti pai nai but borboti er bichi peyesi… r khichuri er chal khub mota chal… i hope apni ektu kheyal rakhben… holud r tel er bepar ta,fatema,
s4dr,30,3.88,51,Thnks ,h2,
qys6,1,1.0,0,poor service  2 ghonta bosai rakse,Tixam,
n3s0,17,3.32,24,খুবই বাজে অভিজ্ঞতা। অর্ডার করেছি তেহারী এবং ডিম ভুনা৷ রেস্টুরেন্ট শুধু ডিম ভুনা পাঠিয়েছে। মানুষের মাথায় কী পরিমান বুদ্ধি থাকলে এমন কাজ করতে পারে। এটা জাস্ট ফাজলামো করেছে। আর ফুডপান্ডা তো অদৃশ্য ভুত।,Kamrul,
rn2i,1,3.0,0,মমোর রুটি টা আরও পাতলা হলে খেতে আরও ভালো লাগতো।,Sharmin,
ljda,1,5.0,2,Valo chilo chicken club and french toast ,Rifat,
t5v8,30,2.55,26,সময়ের আগে পেয়ে গেছি আলহামদুলিল্লাহ,Md,
i4pg,15,3.0,19,Taste is very good ,Tonmoy,
s8tz,2,3.5,2,Good is usually good but today the chicken was extremely spicy to the point could not finish one bite properly ,Zerin,
mhp3,30,3.9,51,"The chicken wasn't cooked fully, this time",Rayan,
jfbi,12,3.6,18,sheiiii,safwan,
zbip,18,3.67,34,Taste good ,Sabah,
ancv,6,2.47,6,"সবকিছু ঠিকঠাক ছিল কিন্তু চিকেন শর্মা পাই নাই আমি, চিকেন শর্মার টাকাটা রিফান্ড করা হোক আমার একাউন্টে",Md,
fm6l,2,5.0,5,plain polao and egg korma combination was very tasty. the quality of egg korma was very good. ,Wahida,
hbzc,21,2.92,21,হট ডগ টা মোটামুটি ভালো লাগছে কিন্তু বান টা শক্ত ছিল। একটা বাড,Naim,
oc07,30,2.88,32,not worth the money,Kaniz,
odkz,1,1.0,0,served blue chicken. ordered 12pcs and there away over 10. ,Abd,
bneh,1,1.0,0,ফুড মোটামুটি ভালো - বাট ফুডের সাথে কোন ট্রিসু - চামচ দেওয়া হয়নাই এটা কখনোই আশা করি নাই ,Molla,
zfea,30,2.79,30,"Assalamualaikum. I have odered arabian kudu chicken sandwich, and my potato wedges were missing, couldn’t complain because your app donot work properly.",Fatema,
w0qx,4,2.33,3,eta special chowmin? amr life e khawa sobceye worst chowmein...🤢🤢🤢,2672,
zjdg,25,3.41,42,100/100,Taifur,
mak0,2,4.6,5,"nice food, thanks ",Hiru,
ljsw,3,2.25,3,they show in photo 4 but you will get 1. and overpriced ,Alshorif,
e2vv,17,3.14,20,Chira Vaja ta fresh chilo na. Halka akta bad smell chilo. Baki item okay chilo. ,Shakina,
r3gn,30,4.17,61,Thank you for Nice packaging from uttara to khilkhet...where is your outlet by the way? ,Liza,
uevz,2,1.0,0,"ভূনা খিচুড়ি দেখে অর্ডার করলাম,পেলাম খুদের ভাত। আবার ছিলো খুদের বউয়া,সেটাও পেলাম না,৩ টা একই খুতের ভাতের মতো পেলাম,আর ভর্তা এভাবে দেয়? মিনিমাম ছোট পলিতে দিতে পারতেন,মনে হচ্ছিলো কেউ মথে রাখছে। ",Happy,
ekx5,11,3.14,17,we orderd puri.. its oily hard.. not eatable ,Nushrat,
zjqq,2,4.0,4,"ruti was not good, it was not beef vuna it's beef curry ",Murad,
eugi,30,4.05,54,Test was good,Lovely,
f73l,5,3.0,7,Delivered in perfect condition within very short time,Engr.,
gbiq,3,3.44,5,Price wise it was very bad! ,Fatema,
vbk1,3,2.33,2,Don’t given Chickpea Salad. Different salad given ,Chondon,
i3un,12,2.75,12,taste valo but always box r baire jhol ber hoire thake.regular hoy eta.,Shanaya,
v0h7,1,3.0,0,"shob kichu te lobon kom. Alu bhorta aro bhorta howar dorkar chilo, alur pieces roye gese and it's too dry.",Ayesha,
aybl,26,4.64,63,Alhamdulillah jajakallah khairon unarder food er test Onek bhalo sathe beef curry ta best unara amake extra kore free te dal bhat alu bhorta gift diyeche jeta Ami order Kori nai ❤️alhamdulillah ,Mithua,
crwf,2,1.0,0,Very poor and rude behaviour ,Ayad,
kicr,30,2.4,25,Eta pizza naki rubber.Chabate chabaite mukh betha hoia gesa.Rice bowl et normal rice tai curry dia dise khali. Potato Widgets to purai faltu.Khabar pura thanda. 490 taka nosto🤬🤬🤬🤬,Md.,
tkhd,29,3.66,49,the taste was amazing there was enough boba its just the price thats not matching,Arshad,
ivil,14,3.24,16,sooooo good.... yummzyy... Taro boba was soo good,Reeti,
vudf,30,3.37,38,I ordered half quarter. But the quantity they provided seemed to be less than half.,Rakib,
s42z,1,5.0,3,খাবারের মান আসলেই ভালো ছিল আলহামদুলিল্লাহ। ,Farhan,
mbgt,29,2.75,30,joghonno,Sheikh,
vkpi,30,4.1,51,"সবকিছুই ঠিক ছিল। কিন্ত দাম অনুযাই করলা ভাজি তুলনামূলক কম ছিল।,,,,,,",MD,
